Año,Mes,Departamento,Municipio,Pasajeros Regulares
2025,agosto,76,76497,Valle del Cauca
2025,agosto,76,76520,Valle del Cauca
2025,agosto,76,76563,Valle del Cauca
2025,agosto,76,76606,Valle del Cauca
2025,agosto,76,76616,Valle del Cauca
2025,agosto,76,76622,Valle del Cauca
2025,agosto,76,76670,Valle del Cauca
2025,agosto,76,76736,Valle del Cauca
2025,agosto,76,76823,Valle del Cauca
2025,agosto,76,76828,Valle del Cauca
2025,agosto,76,76834,Valle del Cauca
2025,agosto,76,76845,Valle del Cauca
2025,agosto,76,76863,Valle del Cauca
2025,agosto,76,76869,Valle del Cauca
2025,agosto,76,76890,Valle del Cauca
2025,agosto,76,76892,Valle del Cauca
2025,agosto,76,76895,Valle del Cauca
2025,agosto,81,81001,Arauca
2025,agosto,81,81065,Arauca
2025,agosto,81,81591,Arauca
2025,agosto,81,81736,Arauca
2025,agosto,81,81794,Arauca
2025,agosto,85,85001,Casanare
2025,agosto,85,85010,Casanare
2025,agosto,85,85139,Casanare
2025,agosto,85,85162,Casanare
2025,agosto,85,85250,Casanare
2025,agosto,85,85315,Casanare
2025,agosto,85,85440,Casanare
2025,agosto,86,86001,Putumayo
2025,agosto,86,86219,Putumayo
2025,agosto,86,86320,Putumayo
2025,agosto,86,86568,Putumayo
2025,agosto,86,86573,Putumayo
2025,agosto,86,86749,Putumayo
2025,agosto,86,86755,Putumayo
2025,agosto,86,86757,Putumayo
2025,agosto,86,86760,Putumayo
2025,agosto,86,86865,Putumayo
2025,agosto,86,86885,Putumayo
2025,agosto,88,88001,San Andrés y Providencia
2025,agosto,88,88564,San Andrés y Providencia
2025,agosto,91,91001,Amazonas
2025,agosto,91,91263,Amazonas
2025,agosto,91,91405,Amazonas
2025,agosto,91,91430,Amazonas
2025,agosto,91,91530,Amazonas
2025,agosto,91,91540,Amazonas
2025,agosto,94,94001,Guainía
2025,agosto,94,94343,Guainía
2025,agosto,94,94884,Guainía
2025,agosto,95,95001,Guaviare
2025,agosto,95,95025,Guaviare
2025,agosto,95,95200,Guaviare
2025,agosto,97,97001,Vaupés
2025,agosto,99,99001,Vichada
2025,agosto,99,99773,Vichada
2025,septiembre,5,5001,Antioquia
2025,septiembre,5,5002,Antioquia
2025,septiembre,5,5004,Antioquia
2025,septiembre,5,5021,Antioquia
2025,septiembre,5,5030,Antioquia
2025,septiembre,5,5031,Antioquia
2025,septiembre,5,5034,Antioquia
2025,septiembre,5,5036,Antioquia
2025,septiembre,5,5042,Antioquia
2025,septiembre,5,5044,Antioquia
2025,septiembre,5,5045,Antioquia
2025,septiembre,5,5051,Antioquia
2025,septiembre,5,5055,Antioquia
2025,septiembre,5,5059,Antioquia
2025,septiembre,5,5079,Antioquia
2025,septiembre,5,5088,Antioquia
2025,septiembre,5,5091,Antioquia
2025,septiembre,5,5101,Antioquia
2025,septiembre,5,5107,Antioquia
2025,septiembre,5,5113,Antioquia
2025,septiembre,5,5125,Antioquia
2025,septiembre,5,5129,Antioquia
2025,septiembre,5,5134,Antioquia
2025,septiembre,5,5138,Antioquia
2025,septiembre,5,5145,Antioquia
2025,septiembre,5,5147,Antioquia
2025,septiembre,5,5148,Antioquia
2025,septiembre,5,5150,Antioquia
2025,septiembre,5,5154,Antioquia
2025,septiembre,5,5172,Antioquia
2025,septiembre,5,5197,Antioquia
2025,septiembre,5,5206,Antioquia
2025,septiembre,5,5212,Antioquia
2025,septiembre,5,5234,Antioquia
2025,septiembre,5,5237,Antioquia
2025,septiembre,5,5240,Antioquia
2025,septiembre,5,5250,Antioquia
2025,septiembre,5,5264,Antioquia
2025,septiembre,5,5266,Antioquia
2025,septiembre,5,5282,Antioquia
2025,septiembre,5,5284,Antioquia
2025,septiembre,5,5308,Antioquia
2025,septiembre,5,5310,Antioquia
2025,septiembre,5,5313,Antioquia
2025,septiembre,5,5315,Antioquia
2025,septiembre,5,5318,Antioquia
2025,septiembre,5,5321,Antioquia
2025,septiembre,5,5360,Antioquia
2025,septiembre,5,5361,Antioquia
2025,septiembre,5,5364,Antioquia
2025,septiembre,5,5368,Antioquia
2025,septiembre,5,5376,Antioquia
2025,septiembre,5,5380,Antioquia
2025,septiembre,5,5390,Antioquia
2025,septiembre,5,5400,Antioquia
2025,septiembre,5,5425,Antioquia
2025,septiembre,5,5440,Antioquia
2025,septiembre,5,5467,Antioquia
2025,septiembre,5,5490,Antioquia
2025,septiembre,5,5495,Antioquia
2025,septiembre,5,5501,Antioquia
2025,septiembre,5,5541,Antioquia
2025,septiembre,5,5579,Antioquia
2025,septiembre,5,5591,Antioquia
2025,septiembre,5,5604,Antioquia
2025,septiembre,5,5607,Antioquia
2025,septiembre,5,5615,Antioquia
2025,septiembre,5,5628,Antioquia
2025,septiembre,5,5631,Antioquia
2025,septiembre,5,5642,Antioquia
2025,septiembre,5,5647,Antioquia
2025,septiembre,5,5649,Antioquia
2025,septiembre,5,5656,Antioquia
2025,septiembre,5,5659,Antioquia
2025,septiembre,5,5660,Antioquia
2025,septiembre,5,5664,Antioquia
2025,septiembre,5,5665,Antioquia
2025,septiembre,5,5667,Antioquia
2025,septiembre,5,5670,Antioquia
2025,septiembre,5,5674,Antioquia
2025,septiembre,5,5679,Antioquia
2025,septiembre,5,5686,Antioquia
2025,septiembre,5,5690,Antioquia
2025,septiembre,5,5697,Antioquia
2025,septiembre,5,5736,Antioquia
2025,septiembre,5,5756,Antioquia
2025,septiembre,5,5761,Antioquia
2025,septiembre,5,5789,Antioquia
2025,septiembre,5,5809,Antioquia
2025,septiembre,5,5819,Antioquia
2025,septiembre,5,5837,Antioquia
2025,septiembre,5,5858,Antioquia
2025,septiembre,5,5861,Antioquia
2025,septiembre,5,5887,Antioquia
2025,septiembre,5,5890,Antioquia
2025,septiembre,8,8001,Atlántico
2025,septiembre,8,8078,Atlántico
2025,septiembre,8,8137,Atlántico
2025,septiembre,8,8141,Atlántico
2025,septiembre,8,8296,Atlántico
2025,septiembre,8,8372,Atlántico
2025,septiembre,8,8421,Atlántico
2025,septiembre,8,8433,Atlántico
2025,septiembre,8,8436,Atlántico
2025,septiembre,8,8520,Atlántico
2025,septiembre,8,8573,Atlántico
2025,septiembre,8,8634,Atlántico
2025,septiembre,8,8638,Atlántico
2025,septiembre,8,8675,Atlántico
2025,septiembre,8,8685,Atlántico
2025,septiembre,8,8758,Atlántico
2025,septiembre,8,8770,Atlántico
2025,septiembre,8,8832,Atlántico
2025,septiembre,8,8849,Atlántico
2025,septiembre,11,11001,"Bogotá, D.C."
2025,septiembre,12,12001,Sin Especificar
2025,septiembre,13,13001,Bolívar
2025,septiembre,13,13006,Bolívar
2025,septiembre,13,13030,Bolívar
2025,septiembre,13,13042,Bolívar
2025,septiembre,13,13052,Bolívar
2025,septiembre,13,13074,Bolívar
2025,septiembre,13,13140,Bolívar
2025,septiembre,13,13160,Bolívar
2025,septiembre,13,13188,Bolívar
2025,septiembre,13,13244,Bolívar
2025,septiembre,13,13430,Bolívar
2025,septiembre,13,13433,Bolívar
2025,septiembre,13,13440,Bolívar
2025,septiembre,13,13442,Bolívar
2025,septiembre,13,13468,Bolívar
2025,septiembre,13,13620,Bolívar
2025,septiembre,13,13650,Bolívar
2025,septiembre,13,13657,Bolívar
2025,septiembre,13,13683,Bolívar
2025,septiembre,13,13688,Bolívar
2025,septiembre,13,13836,Bolívar
2025,septiembre,13,13838,Bolívar
2025,septiembre,13,13894,Bolívar
2025,septiembre,15,15001,Boyacá
2025,septiembre,15,15022,Boyacá
2025,septiembre,15,15047,Boyacá
2025,septiembre,15,15087,Boyacá
2025,septiembre,15,15104,Boyacá
2025,septiembre,15,15106,Boyacá
2025,septiembre,15,15176,Boyacá
2025,septiembre,15,15204,Boyacá
2025,septiembre,15,15218,Boyacá
2025,septiembre,15,15224,Boyacá
2025,septiembre,15,15226,Boyacá
2025,septiembre,15,15238,Boyacá
2025,septiembre,15,15244,Boyacá
2025,septiembre,15,15276,Boyacá
2025,septiembre,15,15293,Boyacá
2025,septiembre,15,15299,Boyacá
2025,septiembre,15,15322,Boyacá
2025,septiembre,15,15332,Boyacá
2025,septiembre,15,15380,Boyacá
2025,septiembre,15,15407,Boyacá
2025,septiembre,15,15455,Boyacá
2025,septiembre,15,15466,Boyacá
2025,septiembre,15,15469,Boyacá
2025,septiembre,15,15480,Boyacá
2025,septiembre,15,15491,Boyacá
2025,septiembre,15,15516,Boyacá
2025,septiembre,15,15518,Boyacá
2025,septiembre,15,15572,Boyacá
2025,septiembre,15,15599,Boyacá
2025,septiembre,15,15600,Boyacá
2025,septiembre,15,15632,Boyacá
2025,septiembre,15,15638,Boyacá
2025,septiembre,15,15646,Boyacá
2025,septiembre,15,15686,Boyacá
2025,septiembre,15,15690,Boyacá
2025,septiembre,15,15740,Boyacá
2025,septiembre,15,15759,Boyacá
2025,septiembre,15,15763,Boyacá
2025,septiembre,15,15776,Boyacá
2025,septiembre,15,15806,Boyacá
2025,septiembre,15,15814,Boyacá
2025,septiembre,15,15835,Boyacá
2025,septiembre,15,15837,Boyacá
2025,septiembre,17,17001,Caldas
2025,septiembre,17,17013,Caldas
2025,septiembre,17,17042,Caldas
2025,septiembre,17,17050,Caldas
2025,septiembre,17,17088,Caldas
2025,septiembre,17,17174,Caldas
2025,septiembre,17,17272,Caldas
2025,septiembre,17,17380,Caldas
2025,septiembre,17,17433,Caldas
2025,septiembre,17,17442,Caldas
2025,septiembre,17,17444,Caldas
2025,septiembre,17,17446,Caldas
2025,septiembre,17,17486,Caldas
2025,septiembre,17,17513,Caldas
2025,septiembre,17,17524,Caldas
2025,septiembre,17,17541,Caldas
2025,septiembre,17,17614,Caldas
2025,septiembre,17,17616,Caldas
2025,septiembre,17,17653,Caldas
2025,septiembre,17,17777,Caldas
2025,septiembre,17,17873,Caldas
2025,septiembre,17,17877,Caldas
2025,septiembre,18,18001,Caquetá
2025,septiembre,18,18029,Caquetá
2025,septiembre,18,18094,Caquetá
2025,septiembre,18,18150,Caquetá
2025,septiembre,18,18205,Caquetá
2025,septiembre,18,18247,Caquetá
2025,septiembre,18,18410,Caquetá
2025,septiembre,18,18592,Caquetá
2025,septiembre,19,19001,Cauca
2025,septiembre,19,19022,Cauca
2025,septiembre,19,19100,Cauca
2025,septiembre,19,19142,Cauca
2025,septiembre,19,19212,Cauca
2025,septiembre,19,19300,Cauca
2025,septiembre,19,19318,Cauca
2025,septiembre,19,19455,Cauca
2025,septiembre,19,19533,Cauca
2025,septiembre,19,19548,Cauca
2025,septiembre,19,19573,Cauca
2025,septiembre,19,19622,Cauca
2025,septiembre,19,19698,Cauca
2025,septiembre,19,19743,Cauca
2025,septiembre,19,19780,Cauca
2025,septiembre,19,19807,Cauca
2025,septiembre,19,19809,Cauca
2025,septiembre,19,19821,Cauca
2025,septiembre,19,19845,Cauca
2025,septiembre,20,20001,Cesar
2025,septiembre,20,20011,Cesar
2025,septiembre,20,20013,Cesar
2025,septiembre,20,20045,Cesar
2025,septiembre,20,20060,Cesar
2025,septiembre,20,20175,Cesar
2025,septiembre,20,20178,Cesar
2025,septiembre,20,20228,Cesar
2025,septiembre,20,20250,Cesar
2025,septiembre,20,20400,Cesar
2025,septiembre,20,20517,Cesar
2025,septiembre,20,20570,Cesar
2025,septiembre,20,20614,Cesar
2025,septiembre,20,20621,Cesar
2025,septiembre,20,20710,Cesar
2025,septiembre,20,20750,Cesar
2025,septiembre,20,20770,Cesar
2025,septiembre,20,20787,Cesar
2025,septiembre,23,23001,Córdoba
2025,septiembre,23,23068,Córdoba
2025,septiembre,23,23162,Córdoba
2025,septiembre,23,23182,Córdoba
2025,septiembre,23,23300,Córdoba
2025,septiembre,23,23350,Córdoba
2025,septiembre,23,23417,Córdoba
2025,septiembre,23,23464,Córdoba
2025,septiembre,23,23466,Córdoba
2025,septiembre,23,23500,Córdoba
2025,septiembre,23,23555,Córdoba
2025,septiembre,23,23570,Córdoba
2025,septiembre,23,23580,Córdoba
2025,septiembre,23,23660,Córdoba
2025,septiembre,23,23670,Córdoba
2025,septiembre,23,23672,Córdoba
2025,septiembre,23,23675,Córdoba
2025,septiembre,23,23686,Córdoba
2025,septiembre,23,23815,Córdoba
2025,septiembre,25,25001,Cundinamarca
2025,septiembre,25,25019,Cundinamarca
2025,septiembre,25,25035,Cundinamarca
2025,septiembre,25,25040,Cundinamarca
2025,septiembre,25,25053,Cundinamarca
2025,septiembre,25,25099,Cundinamarca
2025,septiembre,25,25120,Cundinamarca
2025,septiembre,25,25123,Cundinamarca
2025,septiembre,25,25126,Cundinamarca
2025,septiembre,25,25151,Cundinamarca
2025,septiembre,25,25168,Cundinamarca
2025,septiembre,25,25175,Cundinamarca
2025,septiembre,25,25178,Cundinamarca
2025,septiembre,25,25181,Cundinamarca
2025,septiembre,25,25183,Cundinamarca
2025,septiembre,25,25200,Cundinamarca
2025,septiembre,25,25214,Cundinamarca
2025,septiembre,25,25260,Cundinamarca
2025,septiembre,25,25269,Cundinamarca
2025,septiembre,25,25279,Cundinamarca
2025,septiembre,25,25286,Cundinamarca
2025,septiembre,25,25290,Cundinamarca
2025,septiembre,25,25293,Cundinamarca
2025,septiembre,25,25295,Cundinamarca
2025,septiembre,25,25297,Cundinamarca
2025,septiembre,25,25307,Cundinamarca
2025,septiembre,25,25312,Cundinamarca
2025,septiembre,25,25320,Cundinamarca
2025,septiembre,25,25322,Cundinamarca
2025,septiembre,25,25326,Cundinamarca
2025,septiembre,25,25328,Cundinamarca
2025,septiembre,25,25368,Cundinamarca
2025,septiembre,25,25377,Cundinamarca
2025,septiembre,25,25386,Cundinamarca
2025,septiembre,25,25394,Cundinamarca
2025,septiembre,25,25402,Cundinamarca
2025,septiembre,25,25426,Cundinamarca
2025,septiembre,25,25430,Cundinamarca
2025,septiembre,25,25438,Cundinamarca
2025,septiembre,25,25473,Cundinamarca
2025,septiembre,25,25486,Cundinamarca
2025,septiembre,25,25488,Cundinamarca
2025,septiembre,25,25513,Cundinamarca
2025,septiembre,25,25524,Cundinamarca
2025,septiembre,25,25530,Cundinamarca
2025,septiembre,25,25572,Cundinamarca
2025,septiembre,25,25599,Cundinamarca
2025,septiembre,25,25612,Cundinamarca
2025,septiembre,25,25645,Cundinamarca
2025,septiembre,25,25649,Cundinamarca
2025,septiembre,25,25658,Cundinamarca
2025,septiembre,25,25718,Cundinamarca
2025,septiembre,25,25736,Cundinamarca
2025,septiembre,25,25740,Cundinamarca
2025,septiembre,25,25743,Cundinamarca
2025,septiembre,25,25745,Cundinamarca
2025,septiembre,25,25754,Cundinamarca
2025,septiembre,25,25758,Cundinamarca
2025,septiembre,25,25769,Cundinamarca
2025,septiembre,25,25772,Cundinamarca
2025,septiembre,25,25781,Cundinamarca
2025,septiembre,25,25785,Cundinamarca
2025,septiembre,25,25797,Cundinamarca
2025,septiembre,25,25799,Cundinamarca
2025,septiembre,25,25815,Cundinamarca
2025,septiembre,25,25817,Cundinamarca
2025,septiembre,25,25839,Cundinamarca
2025,septiembre,25,25841,Cundinamarca
2025,septiembre,25,25843,Cundinamarca
2025,septiembre,25,25875,Cundinamarca
2025,septiembre,25,25878,Cundinamarca
2025,septiembre,25,25898,Cundinamarca
2025,septiembre,25,25899,Cundinamarca
2025,septiembre,27,27001,Chocó
2025,septiembre,27,27006,Chocó
2025,septiembre,27,27075,Chocó
2025,septiembre,27,27245,Chocó
2025,septiembre,27,27361,Chocó
2025,septiembre,27,27372,Chocó
2025,septiembre,27,27495,Chocó
2025,septiembre,27,27615,Chocó
2025,septiembre,41,41001,Huila
2025,septiembre,41,41006,Huila
2025,septiembre,41,41016,Huila
2025,septiembre,41,41132,Huila
2025,septiembre,41,41206,Huila
2025,septiembre,41,41298,Huila
2025,septiembre,41,41306,Huila
2025,septiembre,41,41319,Huila
2025,septiembre,41,41378,Huila
2025,septiembre,41,41396,Huila
2025,septiembre,41,41503,Huila
2025,septiembre,41,41524,Huila
2025,septiembre,41,41548,Huila
2025,septiembre,41,41551,Huila
2025,septiembre,41,41615,Huila
2025,septiembre,41,41660,Huila
2025,septiembre,41,41668,Huila
2025,septiembre,41,41770,Huila
2025,septiembre,41,41799,Huila
2025,septiembre,41,41807,Huila
2025,septiembre,41,41872,Huila
2025,septiembre,44,44001,La Guajira
2025,septiembre,44,44035,La Guajira
2025,septiembre,44,44078,La Guajira
2025,septiembre,44,44090,La Guajira
2025,septiembre,44,44110,La Guajira
2025,septiembre,44,44279,La Guajira
2025,septiembre,44,44378,La Guajira
2025,septiembre,44,44430,La Guajira
2025,septiembre,44,44560,La Guajira
2025,septiembre,44,44650,La Guajira
2025,septiembre,44,44847,La Guajira
2025,septiembre,44,44855,La Guajira
2025,septiembre,44,44874,La Guajira
2025,septiembre,47,47001,Magdalena
2025,septiembre,47,47030,Magdalena
2025,septiembre,47,47053,Magdalena
2025,septiembre,47,47189,Magdalena
2025,septiembre,47,47205,Magdalena
2025,septiembre,47,47245,Magdalena
2025,septiembre,47,47288,Magdalena
2025,septiembre,47,47541,Magdalena
2025,septiembre,47,47570,Magdalena
2025,septiembre,47,47692,Magdalena
2025,septiembre,47,47703,Magdalena
2025,septiembre,47,47707,Magdalena
2025,septiembre,47,47720,Magdalena
2025,septiembre,47,47745,Magdalena
2025,septiembre,47,47798,Magdalena
2025,septiembre,50,50001,Meta
2025,septiembre,50,50006,Meta
2025,septiembre,50,50110,Meta
2025,septiembre,50,50150,Meta
2025,septiembre,50,50226,Meta
2025,septiembre,50,50270,Meta
2025,septiembre,50,50313,Meta
2025,septiembre,50,50318,Meta
2025,septiembre,50,50325,Meta
2025,septiembre,50,50350,Meta
2025,septiembre,50,50400,Meta
2025,septiembre,50,50450,Meta
2025,septiembre,50,50568,Meta
2025,septiembre,50,50573,Meta
2025,septiembre,50,50606,Meta
2025,septiembre,50,50680,Meta
2025,septiembre,50,50689,Meta
2025,septiembre,50,50711,Meta
2025,septiembre,52,52001,Nariño
2025,septiembre,52,52019,Nariño
2025,septiembre,52,52022,Nariño
2025,septiembre,52,52083,Nariño
2025,septiembre,52,52227,Nariño
2025,septiembre,52,52240,Nariño
2025,septiembre,52,52250,Nariño
2025,septiembre,52,52320,Nariño
2025,septiembre,52,52352,Nariño
2025,septiembre,52,52354,Nariño
2025,septiembre,52,52356,Nariño
2025,septiembre,52,52378,Nariño
2025,septiembre,52,52480,Nariño
2025,septiembre,52,52490,Nariño
2025,septiembre,52,52540,Nariño
2025,septiembre,52,52560,Nariño
2025,septiembre,52,52573,Nariño
2025,septiembre,52,52585,Nariño
2025,septiembre,52,52612,Nariño
2025,septiembre,52,52678,Nariño
2025,septiembre,52,52683,Nariño
2025,septiembre,52,52694,Nariño
2025,septiembre,52,52835,Nariño
2025,septiembre,52,52838,Nariño
2025,septiembre,54,54001,Norte de Santander
2025,septiembre,54,54003,Norte de Santander
2025,septiembre,54,54099,Norte de Santander
2025,septiembre,54,54109,Norte de Santander
2025,septiembre,54,54125,Norte de Santander
2025,septiembre,54,54128,Norte de Santander
2025,septiembre,54,54172,Norte de Santander
2025,septiembre,54,54174,Norte de Santander
2025,septiembre,54,54223,Norte de Santander
2025,septiembre,54,54239,Norte de Santander
2025,septiembre,54,54261,Norte de Santander
2025,septiembre,54,54405,Norte de Santander
2025,septiembre,54,54498,Norte de Santander
2025,septiembre,54,54518,Norte de Santander
2025,septiembre,54,54520,Norte de Santander
2025,septiembre,54,54553,Norte de Santander
2025,septiembre,54,54720,Norte de Santander
2025,septiembre,54,54810,Norte de Santander
2025,septiembre,54,54871,Norte de Santander
2025,septiembre,54,54874,Norte de Santander
2025,septiembre,54,54901,Norte de Santander
2025,septiembre,63,63001,Quindío
2025,septiembre,63,63111,Quindío
2025,septiembre,63,63130,Quindío
2025,septiembre,63,63190,Quindío
2025,septiembre,63,63272,Quindío
2025,septiembre,63,63302,Quindío
2025,septiembre,63,63401,Quindío
2025,septiembre,63,63470,Quindío
2025,septiembre,63,63548,Quindío
2025,septiembre,63,63594,Quindío
2025,septiembre,63,63690,Quindío
2025,septiembre,66,66001,Risaralda
2025,septiembre,66,66045,Risaralda
2025,septiembre,66,66075,Risaralda
2025,septiembre,66,66088,Risaralda
2025,septiembre,66,66170,Risaralda
2025,septiembre,66,66318,Risaralda
2025,septiembre,66,66383,Risaralda
2025,septiembre,66,66400,Risaralda
2025,septiembre,66,66440,Risaralda
2025,septiembre,66,66456,Risaralda
2025,septiembre,66,66572,Risaralda
2025,septiembre,66,66594,Risaralda
2025,septiembre,66,66682,Risaralda
2025,septiembre,66,66687,Risaralda
2025,septiembre,68,68001,Santander
2025,septiembre,68,68013,Santander
2025,septiembre,68,68077,Santander
2025,septiembre,68,68079,Santander
2025,septiembre,68,68081,Santander
2025,septiembre,68,68092,Santander
2025,septiembre,68,68101,Santander
2025,septiembre,68,68121,Santander
2025,septiembre,68,68147,Santander
2025,septiembre,68,68160,Santander
2025,septiembre,68,68167,Santander
2025,septiembre,68,68190,Santander
2025,septiembre,68,68229,Santander
2025,septiembre,68,68255,Santander
2025,septiembre,68,68271,Santander
2025,septiembre,68,68276,Santander
2025,septiembre,68,68307,Santander
2025,septiembre,68,68320,Santander
2025,septiembre,68,68397,Santander
2025,septiembre,68,68406,Santander
2025,septiembre,68,68418,Santander
2025,septiembre,68,68432,Santander
2025,septiembre,68,68468,Santander
2025,septiembre,68,68500,Santander
2025,septiembre,68,68547,Santander
2025,septiembre,68,68549,Santander
2025,septiembre,68,68572,Santander
2025,septiembre,68,68615,Santander
2025,septiembre,68,68669,Santander
2025,septiembre,68,68679,Santander
2025,septiembre,68,68689,Santander
2025,septiembre,68,68705,Santander
2025,septiembre,68,68720,Santander
2025,septiembre,68,68755,Santander
2025,septiembre,68,68855,Santander
2025,septiembre,68,68861,Santander
2025,septiembre,70,70001,Sucre
2025,septiembre,70,70215,Sucre
2025,septiembre,70,70221,Sucre
2025,septiembre,70,70235,Sucre
2025,septiembre,70,70473,Sucre
2025,septiembre,70,70523,Sucre
2025,septiembre,70,70708,Sucre
2025,septiembre,70,70713,Sucre
2025,septiembre,70,70742,Sucre
2025,septiembre,70,70771,Sucre
2025,septiembre,70,70820,Sucre
2025,septiembre,70,70823,Sucre
2025,septiembre,73,73001,Tolima
2025,septiembre,73,73024,Tolima
2025,septiembre,73,73026,Tolima
2025,septiembre,73,73055,Tolima
2025,septiembre,73,73124,Tolima
2025,septiembre,73,73168,Tolima
2025,septiembre,73,73217,Tolima
2025,septiembre,73,73268,Tolima
2025,septiembre,73,73270,Tolima
2025,septiembre,73,73283,Tolima
2025,septiembre,73,73349,Tolima
2025,septiembre,73,73408,Tolima
2025,septiembre,73,73411,Tolima
2025,septiembre,73,73443,Tolima
2025,septiembre,73,73449,Tolima
2025,septiembre,73,73483,Tolima
2025,septiembre,73,73504,Tolima
2025,septiembre,73,73520,Tolima
2025,septiembre,73,73555,Tolima
2025,septiembre,73,73563,Tolima
2025,septiembre,73,73624,Tolima
2025,septiembre,73,73671,Tolima
2025,septiembre,73,73678,Tolima
2025,septiembre,73,73770,Tolima
2025,septiembre,73,73861,Tolima
2025,septiembre,73,73873,Tolima
2025,septiembre,76,76001,Valle del Cauca
2025,septiembre,76,76020,Valle del Cauca
2025,septiembre,76,76036,Valle del Cauca
2025,septiembre,76,76041,Valle del Cauca
2025,septiembre,76,76054,Valle del Cauca
2025,septiembre,76,76100,Valle del Cauca
2025,septiembre,76,76109,Valle del Cauca
2025,septiembre,76,76111,Valle del Cauca
2025,septiembre,76,76113,Valle del Cauca
2025,septiembre,76,76122,Valle del Cauca
2025,septiembre,76,76126,Valle del Cauca
2025,septiembre,76,76130,Valle del Cauca
2025,septiembre,76,76147,Valle del Cauca
2025,septiembre,76,76233,Valle del Cauca
2025,septiembre,76,76243,Valle del Cauca
2025,septiembre,76,76246,Valle del Cauca
2025,septiembre,76,76248,Valle del Cauca
2025,septiembre,76,76250,Valle del Cauca
2025,septiembre,76,76275,Valle del Cauca
2025,septiembre,76,76306,Valle del Cauca
2025,septiembre,76,76318,Valle del Cauca
2025,septiembre,76,76364,Valle del Cauca
2025,septiembre,76,76377,Valle del Cauca
2025,septiembre,76,76400,Valle del Cauca
2025,septiembre,76,76403,Valle del Cauca
2025,septiembre,76,76497,Valle del Cauca
2025,septiembre,76,76520,Valle del Cauca
2025,septiembre,76,76563,Valle del Cauca
2025,septiembre,76,76606,Valle del Cauca
2025,septiembre,76,76616,Valle del Cauca
2025,septiembre,76,76622,Valle del Cauca
2025,septiembre,76,76670,Valle del Cauca
2025,septiembre,76,76736,Valle del Cauca
2025,septiembre,76,76823,Valle del Cauca
2025,septiembre,76,76828,Valle del Cauca
2025,septiembre,76,76834,Valle del Cauca
2025,septiembre,76,76845,Valle del Cauca
2025,septiembre,76,76863,Valle del Cauca
2025,septiembre,76,76869,Valle del Cauca
2025,septiembre,76,76890,Valle del Cauca
2025,septiembre,76,76892,Valle del Cauca
2025,septiembre,76,76895,Valle del Cauca
2025,septiembre,81,12001,Arauca
2025,septiembre,81,81001,Arauca
2025,septiembre,81,81065,Arauca
2025,septiembre,81,81591,Arauca
2025,septiembre,81,81736,Arauca
2025,septiembre,81,81794,Arauca
2025,septiembre,85,85001,Casanare
2025,septiembre,85,85010,Casanare
2025,septiembre,85,85139,Casanare
2025,septiembre,85,85162,Casanare
2025,septiembre,85,85250,Casanare
2025,septiembre,85,85410,Casanare
2025,septiembre,85,85430,Casanare
2025,septiembre,85,85440,Casanare
2025,septiembre,86,86001,Putumayo
2025,septiembre,86,86320,Putumayo
2025,septiembre,86,86568,Putumayo
2025,septiembre,86,86571,Putumayo
2025,septiembre,86,86573,Putumayo
2025,septiembre,86,86749,Putumayo
2025,septiembre,86,86755,Putumayo
2025,septiembre,86,86757,Putumayo
2025,septiembre,86,86760,Putumayo
2025,septiembre,86,86865,Putumayo
2025,septiembre,86,86885,Putumayo
2025,septiembre,88,88001,San Andrés y Providencia
2025,septiembre,88,88564,San Andrés y Providencia
2025,septiembre,91,91001,Amazonas
2025,septiembre,91,91263,Amazonas
2025,septiembre,91,91405,Amazonas
2025,septiembre,91,91530,Amazonas
2025,septiembre,91,91540,Amazonas
2025,septiembre,94,94001,Guainía
2025,septiembre,94,94884,Guainía
2025,septiembre,95,95001,Guaviare
2025,septiembre,99,99001,Vichada
2025,septiembre,99,99524,Vichada
2025,octubre,5,5001,Antioquia
2025,octubre,5,5002,Antioquia
2025,octubre,5,5004,Antioquia
2025,octubre,5,5021,Antioquia
2025,octubre,5,5030,Antioquia
2025,octubre,5,5034,Antioquia
2025,octubre,5,5038,Antioquia
2025,octubre,5,5040,Antioquia
2025,octubre,5,5042,Antioquia
2025,octubre,5,5044,Antioquia
2025,octubre,5,5045,Antioquia
2025,octubre,5,5051,Antioquia
2025,octubre,5,5059,Antioquia
2025,octubre,5,5079,Antioquia
2025,octubre,5,5088,Antioquia
2025,octubre,5,5091,Antioquia
2025,octubre,5,5101,Antioquia
2025,octubre,5,5113,Antioquia
2025,octubre,5,5120,Antioquia
2025,octubre,5,5129,Antioquia
2025,octubre,5,5138,Antioquia
2025,octubre,5,5142,Antioquia
2025,octubre,5,5147,Antioquia
2025,octubre,5,5148,Antioquia
2025,octubre,5,5150,Antioquia
2025,octubre,5,5154,Antioquia
2025,octubre,5,5190,Antioquia
2025,octubre,5,5197,Antioquia
2025,octubre,5,5206,Antioquia
2025,octubre,5,5209,Antioquia
2025,octubre,5,5212,Antioquia
2025,octubre,5,5237,Antioquia
2025,octubre,5,5240,Antioquia
2025,octubre,5,5250,Antioquia
2025,octubre,5,5264,Antioquia
2025,octubre,5,5266,Antioquia
2025,octubre,5,5282,Antioquia
2025,octubre,5,5284,Antioquia
2025,octubre,5,5306,Antioquia
2025,octubre,5,5308,Antioquia
